id_candidat,SEMESTRE,ANNEE_SEMESTRE,MODULE,NOTE_MODULE
3541,S2,2012,ELECTRISITE,9.5
3541,S2,2011,LANGUE,11.31
3541,S2,2011,INFORMATIQUE,12.37
3541,S2,2012,ANALYSE 2,8.47
3541,S2,2011,ALGEBRE 2,10.25
3541,S2,2012,OPTIQUE,9.62
3541,S3,2011,LANGUE,10.43
3541,S3,2011,INFORMATIQUE,10.12
3541,S3,2012,ANALYSE 3,9.18
3541,S3,2012,ARCHITERCTURE DES ORDINAYEUR ET PROJET ASSEMBLEUR,11.28
3541,S3,2012,ELECTROMANITISME,10
3541,S3,2012,MECANIQUE DU SOLIDE,8.7
3541,S4,2014,SYSTEME D'EXPLOITATION,10.25
3541,S4,2014,LANGUE,10.35
3541,S4,2014,TEX ET MAPLE,10.81
3541,S4,2014,ALQORITHMIQUE ET STRUCTURE DE DONNEES,9.63
3541,S4,2014,ANALYSE NUMERIQUE,10.95
3541,S4,2014,PROBABILTE ET STATISTIQUE,9.19
3541,S5,2014,BASE DE DONNEES,10
3541,S5,2014,COMPILATION,10
3541,S5,2014,RESEAUX,10.75
3541,S5,2014,RECHERCHE OPERATIONNELE,11.69
3541,S5,2014,CONCEPTION ORIENTEE OBJET(UML),8.94
3541,S5,2014,PROGRAMMATION ORIENTEE OBJET(JAVA),8.75
3541,S6,,BASES DES DONNEES ET PROGRAMMATION WEB,5.63
3541,S6,,INTERFACE HOMME MACHINE,11.56
3541,S6,,ADMINISTARATION DES RESEAUX INFORMATIQUES,11.88
3541,S6,,INTERCONNETION RESEAUX,10.06
3541,S6,,PROJET  TUTORE,14
3541,S6,,PROJET  TUTORE,14
6036,S1,2011,ANALYSE 1,"13,00"
6036,S1,2011,ALGEBRE 1,"19,00"
6036,S1,2011,MECANIQUE 1,"11,00"
6036,S1,2011,THERMODYNAMIQUE 1,"09,00"
6036,S1,2011,LANGUE 1,"10,00"
6036,S1,2011,METHODOLOGIE DU TRAVAIL UNIVERSITAIRE,"12,00"
6036,S2,,NAN,
6036,S2,2011,ANALYSE 2,"17,00"
6036,S2,2011,ALGEBRE 2,"13,00"
6036,S2,2011,OPTIQUE,"05,00"
6036,S2,2011,ELECTRICITE 1,"05,00"
6036,S2,2011,LANGUE 2,"10,00"
6036,S2,2011,INFORMATIQUE 1,"07,50"
6036,S3,2012,ANALYSE 3,"10,00"
6036,S3,2012,ARCHITECTURE DES ORDINATEURS ET PROJET ASSEMBLEUR,"13,00"
6036,S3,2013,MECANIQUE 2,"10,00"
6036,S3,2013,ELECTRICITE 2,"05,00"
6036,S3,2012,LANGUE 3,"10,00"
6036,S3,2012,INFORMATIQUE 2,"10,00"
6036,S4,2012,SYSTEMES D'EXPLOITATION ET PROJET,"11,75"
6036,S4,2013,ALGORITHMIQUE ET STRUCTURES DE DONNEES,"10,00"
6036,S4,2012,PROBABILITES ET STATISTIQUES,"09,00"
6036,S4,2012,METHODES NUMERIQUES ET PROGRAMMATION,"11,00"
6036,S4,2012,LANGUE 4,"10,00"
6036,S4,2012,INFORMATIQUE 3,"16,00"
6036,S5,2014,RESEAUX INFORMATIQUES,"12,50"
6036,S5,2014,SYSTEMES D'INFORMATION,"10,50"
6036,S5,2014,BASES DE DONNEES,"19,00"
6036,S5,2013,MODELIATION ORIENTEE OBJET,"10,00"
6036,S5,2013,PROGRAMMATION ORIENTEE OBJET AVEC JAVA,"11,75"
6036,S5,2014,LANGUE 5,"09,00"
6036,S5,2014,INFORMATIQUE 4,"04,00"
6036,S6,2014,PROGRAMMATION WEB STATIQUE,"10,00"
6036,S6,2014,PROGRAMMATION WEB DYNAMIQUE,"04,25"
6036,S6,2014,PROGRAMMATION EVENEMENTIELLE,"09,75"
6036,S6,2014,INTERFACE HOMME-MACHINE,"14,25"
6036,S6,2014,ENTREPRENARIAT,"16,00"
6036,S6,2014,PROJET,"13,33"
6036,S6,2014,PROJET,"13,33"
3445,S1,2012,LANGUES TECHNIQUE D'EXPRESSION ET DE COMMUNICATION,13.84
3445,S1,2012,ARCHITECTURE DES ORDINATEURS ET SYSTEME D'EXPLOITATION,12.72
3445,S1,2012,MATHEMATIQUES,13.25
3445,S1,2012,ALOGORITHME ET PROGRAMMATION,8.85
3445,S2,2013,LANGUES TECHNIQUE D'EXPRESSION ET DE COMMUNICATION,13.5
3445,S2,2013,STRUCTURE DE DONNEES,11.00
3445,S2,2013,RESEAUX ET TECHNOLOGIE WEB ,13.89
3445,S2,2013,INITIATION RESEAUX,16.00
3445,S2,2013,SYSTEME D'INFORMATION ET BASE DE DONNEE,11.27
3445,S3,2013,FORMATION HUMAINE,14.16
3445,S3,2013,PROGRMAMATION ET CONCEPTION OBJETS,14.08
3445,S3,2013,RESEAUX INFORMATIQUES,14.13
3445,S3,2013,METHODES NUMERIQUES ET STATISTIQUES,15.25
3445,S4,2014,ADMINISTATION DES RESEAUX,13.64
3445,S4,2014,ADMINISTRATION DES SYSTEMES ,11.87
3445,S4,2014,PROJET DE FIN D'ETUDE,16.48
3445,S4,2014,STAGE EN ENTREPRISE,15.7
3445,S5,2015,SYSTEMES D'NFORMATION,16.00
3445,S5,2015,PROGRAMMATION ORIENTE OBJET ,14.50
3445,S5,2015,CRYPTOGRAPHIE,12.70
3445,S5,2015,DEVELOPPEMENT WEB DYNAMIQUE,13.50
3445,S5,2015,TRADUCTION DES LANGAGES,16.90
3445,S5,2015,TARITEMENTS DES IMAGES,13.60
3445,S6,2015,DEVELOPPEMENT DE LOGICIELS,12.50
3445,S6,2015,ADMINISTRATION SYSTEMES ET RESEAUX,13.60
3445,S6,2015,INFORMATIQUE INDUSTRIELLE,13.00
3445,S6,2015,STAGE DE FIN D'ETUDE,15.00
3196,S1,2011/2012,LANGUE/METHODOLOGIE/INFORMATIQUE                               ,10.04
3196,S1,2011/2012,ANALYSE I,17.5
3196,S1,2011/2012,ALGEBRE I,8.6
3196,S1,2011/2012,PHYSIQUE I,8.8
3196,S1,,MOYENNE DE S1,11.235
3196,S2,2011/2012,LANGUE II/INFORMATIQUE                               ,10.009
3196,S2,2011/2012,ANALYSE II,10.07
3196,S2,2011/2012,ALGEBRE II,11.1
3196,S2,2011/2012,PHYSIQUE II,8.34
3196,S2,,MOYENNE DE S2,10.073
3196,S3,2013/2014,LANGUE II/INFORMATIQUE,10.00
3196,S3,2012/2013,SYSTEME D'EXPLOITATION ET PROJET,10.00
3196,S3,2012/2013,MATHEMATIQUES,10.00
3196,S3,2012/2013,ARCHITECTURE DES ORDINATEURS ET PROJET EN ASSEMBLEUR,10.00
3196,S3,2014/2015,ALGORITHMIQUE II,11.759
3196,S3,2014/2015,TECHNOLOGIE DU WEB,10.00
3196,S3,,MOYENNE DE S3,10.293
3196,S4,2012/2013,LANGUE II/INFORMATIQUE  II                            ,14.425
3196,S4,2012/2013,SYSTEME D'EXPLOITATION ET PROJET,10.00
3196,S4,2012/2013,ALGORITHMES ET STRUCTURES DE DONNEES,10.00
3196,S4,2012/2013,MATHEMATIQUES,10.00
3196,S4,,MOYENNE DE S4,11.106
3196,S5,2014/2015,BASES DE DONNEES,12.00
3196,S5,2013/2014,RESEAUX ET PROGRAMMATION INTERNET,10.363
3196,S5,2014/2015,RECHERCHE OPERATIONNELLE,10.36
3196,S5,2014/2015,CONCEPTION ORIENTEE OBJETS (UML),17.00
3196,S5,2013/2014,PROGRAMMATION ORIENTE OBJET (JAVA),10.00
3196,S5,2013/2014,PROGRAMMATION ORIENTE OBJET (C++),10.00
3196,S5,,MOYENNE DE S5,11.621
3196,S6,2013/2014,CONCEPTION ET DEVELOPPEMENT D'APPLICATION WEB,8.5
3196,S6,2013/2014,DBA,7.629
3196,S6,2013/2014,ENTREPRENARIAT,12.25
3196,S6,2013/2014,PFE,15.5
3196,S6,,MOYENNE DE S6,10.97
3739,S1,2012,ANALYSE 1,10.00
3739,S1,2012,ALGEBRE 1,12.00
3739,S1,2013,PHYSIQUE 1,10.50
3739,S1,2013,MECANIQUE 1,10.00
3739,S1,2013,THERMODYNAMIQUE 1,11.00
3739,S1,2012,LANGUE 1-METHODOLOGIE DU TRAVAIL UNIVERSITAIRE,13.25
3739,S1,2012,LANQUE 1,12.00
3739,S1,2012,METHODOLOGIE DU TRAVAIL UNIVERSITAIRE,17.00
3739,S2,2013,ANALYSE 2,11.00
3739,S2,2012,ALGEBRE 2,13.50
3739,S2,2013,PHYSIQUE 2,10.50
3739,S2,2013,ELECTRICITE 1,11.00
3739,S2,2013,OPTIQUE 1,10.00
3739,S2,2012,LANGUE 2-INFORMATIQUE 1,16.50
3739,S2,2012,LANGUE 2,15.00
3739,S2,2012,INFORMATIQUE 1,18.00
3739,S3,2014,ANALYSE 3,12.00
3739,S3,2014,ARCHITECTURE DES ORDINATEURS ET PROJET EN ASSEMBLEUR ,12.00
3739,S3,2014,PHYSIQUE 3,16.50
3739,S3,2014,MECANIQUE 2,17.00
3739,S3,2014,ELECTRICITE 2,16.00
3739,S3,2013,LANGUE 3-INFORMATIQUE 2,12.66
3739,S3,2013,LANQUE 3,12.00
3739,S3,2013,INFORMATIQUE 2,13.33
3739,S4,2014,SYSTEME D'EXPLOITATION ET PROJET,16.75
3739,S4,2014,ALGORITHMIQUE ET STRUCTURES DE DONNEES,18.00
3739,S4,2013,PROBABILITES ET STATISTIQUES-ANALYSE NUMERIQUE,10.75
3739,S4,2013,PROBABILITES ET STATISTIQUES-,12.00
3739,S4,2013,ANALYSE NUMERIQUE,9.50
3739,S4,2013,LANGUE 4-INFORMATIQUE 3,18.00
3739,S4,2013,LANGUE 4,16.00
3739,S4,2013,INFORMATIQUE 3,20.00
3739,S5,2015,BASES DE DONNEES 1,12.00
3739,S5,2015,COMPILATION,14.40
3739,S5,2015,RESEAUX INFORMATIQUES 1,14.00
3739,S5,2015,RECHERCHE OPERATIONNELLE,15.25
3739,S5,2015,CONCEPTION ORIENTEE OBJETS,12.73
3739,S5,2015,PROGRAMMATION ORIENTEE OBJETS,13.50
3739,S6,2015,BASES DE DONNEES 2,17.50
3739,S6,2015,JAVA 2,13.80
3739,S6,2015,WEB DYNAMIQUE,14.50
3739,S6,2015,SECURITE DES RESEAUX INFORMATIQUES,10.00
3739,S6,2015,PROJET TUTORE 1,14.00
3739,S6,2015,PROJET TUTORE 2,14.00
85,S1,2011/2012,LANQUE ET COMMUNICATION,12.7
85,S1,2011/2012,ANALYSE MATHEMATIQUE,12.13
85,S1,2011/2012,ENVIRONNEMENT COMPTABLE,12
85,S1,2011/2012,ARCHTECTURE D'EXPLOITATION ET ALGORITHME,12
85,S2,2011/2012,"DROIT,ECONOMIE ET ORGANISATION D'ENTREPRISE",12.2
85,S2,2011/2012,STRUCTURE DE DONNEES ET SYSTEME D'EXPLOITATION,12
85,S2,2011/2012,ALGEBRE LINEAIRE ET CALCUL NUMERIQUE,12
85,S2,2011/2012,SYSTEME D'INFORMATION,13.5
85,S3,2012/2013,LANQUES ET PSYCHOSOCIOLOGIE,13.88
85,S3,2012/2013,SYSTEME D'INFORMATION,13.19
85,S3,2012/2013,PRINCIPES DES BASES DE DONNEES,12.63
85,S3,2012/2013,CONCEPTES GENERAUX DES RESEAUX ET RESEAUX LOCAUX,12
85,S4,2012/2013,TECHNOLOGIE COMPLEMENTAIRE DE PRODUCTION LOGICIEL,12
85,S4,2012/2013,PROGRAMMATION WEB,12
85,S4,2012/2013,PROJET DE FIN D'ETUDES,15
85,S4,2012/2013,STAGE DE FIN D'ETUDES,16
85,S5,2014/2015,CONCEPTION ET REALISATION DE BASES DE DONNES RELATIONNELLES,13.5
85,S5,2014/2015,STRUCTURE DE DONNEES ET TECHNIQUE DE PROGRAMMATION,13.5
85,S5,2014/2015,GESTION ET LA MISE EN PLACE D'UN SERVEUR D'ENTREPRISE,10
85,S5,2014/2015,DEVELOPPEMENT WEB,12.5
85,S5,2014/2015,GESTION D'ENTREPRISE,13
85,S5,2014/2015,RECHERCHE OPERATIONNELLE,14.75
85,S5,2014/2015,NAN,
85,S5,2014/2015,NAN,
85,S6,2014/2015,CONCEPTES ORIENTE OBJET ET PROGRAMMATION EVENEMENTIELLE,17
85,S6,2014/2015,GESTION DE RESEAU D'ENTREPRISE,15.5
85,S6,2014/2015,LANQUE ET COMMUNICATION ,16
85,S6,2014/2015,PROJET TUTORE ET STAGE INTEGRE,14.5
85,S6,2014/2015,PROJET TUTORE ET STAGE INTEGRE,14.5
85,S6,2014/2015,PROJET TUTORE ET STAGE INTEGRE,14.5
5978,S1,2011/2012,ALGEBRE 1,16
5978,S1,2013/2014,ELECTRICITE/ELECTRONIQUE,9.95
5978,S1,2011/2012,INFORMATIQUE 1,12.88
5978,S1,2011/2012,LC1,11.4
5978,S2,2013/2014,ANALYSE 1,13.25
5978,S2,2012/2013,MECANIQUE DU POINT/TERMODYNAMIQUE,10
5978,S2,2011/2012,LC2,10
5978,S2,2012/2013,CHIMIE GENERALE/ATOMISTIQUE,7.77
5978,S3,2013/2014,ANALYSE2,11
5978,S3,2012/2013,ELECTROMAGNETISME/OPTIQUE,11.04
5978,S3,2012/2013,INSTRUMENTATION ET MESURE,13.2
5978,S3,2012/2013,ALGORITHME ET PROGRAMATION,10
5978,S4,2013/2014,ARCHITECTURE DES ORDINATEURS/SYSTEMES ET RESEAUX,12.33
5978,S4,2013/2014,INITIATION AUX SYSTEMES D'INFORMATION,12.75
5978,S4,2014/2015,ANALYSE NUMERIQUE/STATISTIQUE ET PROBABILITE,10.7
5978,S4,2014/2015,ALGEBRE 2/ANALYSE 3,7.1
5978,S5,2014/2015,BASES DE DONNEES ET TECHNOLOGIE WEB DYNAMIQUE,13.55
5978,S5,2014/2015,PROGRAMMATION ORIENTEE OBJET EN C++ AVANCE,18
5978,S5,2014/2015,TEC/ANGLAIS,15
5978,S5,2014/2015,ENVIRONNEMENT PROFESSIONNEL ET GESTION DES ENTREPRISES,14
5978,S6,2014/2015,GENIE LOGECIEL(UML) ET POO EN JAVA,16.5
5978,S6,2014/2015,SYSTEMES ET RESEAUX,16
5978,S6,2014/2015,PROJET DE FIN D'ETUDES,16.75
4731,S1,2011-2012,LANGUE 1 & METHODOLOGIE,17.5
4731,S1,2011-2012,ANALYSE 1,10
4731,S1,2011-2012,ALGEBRE 1,12.5
4731,S1,2011-2012,PHYSIQUE 1,13.83
4731,S2,2011-2012,LANGUE 2 & INFORMATIQUE 1,12.66
4731,S2,2011-2012,ANALYSE 2,13
4731,S2,2012-2013,ALGEBRE 2,12.5
4731,S2,2012-2013,PHYSIQUE 2,12.08
4731,S3,Reversement 2014-2015,PROGRAMMATION 1,11.88
4731,S3,Reversement 2014-2015,ALGORITHME 2,11.88
4731,S3,Reversement 2014-2015,SYSTEME D'EXPLOITATION 1,11.79
4731,S3,2014-2015,PROBABILITES-STATISTIQUES,7
4731,S3,2014-2015,TECHNOLOGIE DU WEB,15
4731,S3,Reversement 2014-2015,ELECTRONIQUE,12.75
4731,S4,Reversement 2014-2015,PROGRAMMATION 2,13.19
4731,S4,Reversement 2014-2015,STUCTURE DE DONNEES,10.66
4731,S4,Reversement 2014-2015,SYSTEME D'EXPLOITATION 2,11.79
4731,S4, 2014-2015,ANALYSE NUMERIQUE,10
4731,S4,Reversement 2014-2015,ARCHITECTURE DES ORDINATEURS,12.75
4731,S4, 2014-2015,ELECTROMAGNETISME,5.15
4731,S5,2014-2015,BASE DE DONNEES,12.9
4731,S5,2014-2015,COMPILATION,8.13
4731,S5,2014-2015,RESEAUX,10.9
4731,S5,2014-2015,RECHERCHE OPERATIONNELLE,6.45
4731,S5,2014-2015,CONCEPTION ORIENTEE OBJET,12.13
4731,S5,2014-2015,PROGRAMMATION  ORIENTEE OBJET,10
4731,S6,2014-2015,PROGRAMMATION RESEAU,11.5
4731,S6,2014-2015,BD2 (PLSQL),9.3
4731,S6,2014-2015,WEB DYNAMIQUE,12.75
4731,S6,2014-2015,GESTION DE PROJET,14.2
4731,S6,2014-2015,PROJET TUTORE 1,16
4731,S6,2014-2015,PROJET TUTORE 2,16
5485,S1,2011/2012,ANALYSE 1,7.25
5485,S1,2011/2012,CIMIE GENERALE,11.00
5485,S1,2011/2012,THERMODYNAMIQUE &MECANIQUE DU POINT,11.00
5485,S1,2011/2012,LANGUE & COMMUNICATION 1,11.25
5485,S2,2011/2012,ARCHITECTURE & SYSTEMES D'EXPLOITATION,12.69
5485,S2,2011/2012,ALGEBRE I,10.00
5485,S2,2011/2012,ELECTRICITE/ELECTRONIQUE,10.00
5485,S2,2011/2012,TEC/BUREAUTIQUE,13.56
5485,S3,2012/2013,PROBABILITES-STATISTIQUE/ANALYSE NUMERIQUE,7.05
5485,S3,2012/2013,ELECTROMAGHETISME/OPTIQUE,10.00
5485,S3,2012/2013,ANALYSE 2,8.83
5485,S3,2012/2013,PROGRAMMATION ET ALGORITHMIQUE,14.15
5485,S4,2012/2013,COMPILATION,12.63
5485,S4,2012/2013,STRUCTURES DE DONNEES,10.00
5485,S4,2012/2013,RECHERCHE OPERATIONNELLE,12.75
5485,S4,2012/2013,ANALYSE NUM&RIQUE ET ANALYSE DE DONNEES,11.30
5485,S5,2013/2014,ARCHITECTURE & SYSTEMES D'EXPLOITATION2,10.00
5485,S5,2013/2014,PROGRAMATION ORIENTEE OBJET/INTERFACE HOMME-MACHINE,12.06
5485,S5,2013/2014,RESEAUX,11.25
5485,S5,2013/2014,SYSTEME D'INFORMATION & BASE DE DONNEES,12.56
5485,S6,2013/2014,GENIE LOGICIEL/ANALYSE ORIENTE OBJET EN UML,13.13
5485,S6,2013/2014,TECHNIQUE DE WEB & MULTIMEDIA,12.56
5485,S6,2013/2014,STAGE ET PROJET DE FIN D'ETUDES,16.50
6916,S1,2012,METHODE D ANALYSE MERISE,11
6916,S1,2012,ARCHITECTURE DES ORDINATEUR,12.72
6916,S1,2012,ALGORITHME/ C,12.5
6916,S1,2012,MATH,12
6916,S2,2012,RESEAU ET SYSTEM,13.63
6916,S2,2012,BDD,14.50
6916,S2,2012,TECHNOLOGIE WEB,10
6916,S2,2012,LANGUE ET COMMUNICATION,13.25
6916,S3,2013,ADMINISTRATION D'UN SERVEUR,12.70
6916,S3,2013,LUNIX,14.05
6916,S3,2013,PROTOCOL DE HAUT NIVEAU,13.30
6916,S3,2013,ADMINISTRATION BDD,12.50
6916,S4,2013,TECHNOLOGIE ET SUPPORT DE TRANSMITION,17
6916,S4,2013,COMMUNICATION ET GESTION D'ENTREPRISE,17.38
6916,S4,2013,PFE,15
6916,S4,2013,STAGE,16
6916,S5,2015,RECHERCHE OPERATIONNELLE,11.25
6916,S5,2015,CONCEPTION DE COO,8
6916,S5,2014,RESEAU,11.43
6916,S5,2014,COMPILATION,11.56
6916,S5,2014,BDD,11
6916,S5,2015,POO,10
6916,S6,2014,BDD,11
6916,S6,2014,COMPILATION,11.56
6916,S6,2014,ENTREPRENARIAT,13.75
6916,S6,2014,PFE,13.75
1847,S1,2010,ANALYSE1,8.25
1847,S1,2010,CHIMIE GENERALE,10
1847,S1,2010,THERMODYNAMIQUE &MECANIQUE DU POINT,8
1847,S1,2010,LANGUE & COMMUNICATION 1,13.75
1847,S2,,NAN,
1847,S2,2012,ARCHITECTURE & SYSTEME D'EXPLOITATION,14.13
1847,S2,2012,ALGEBRE 1,10
1847,S2,2009,ELECTRICITE /ELECTRONIQUE,8
1847,S2,2009,TEC /BUREAUTIQUE,12.5
1847,S3,,NAN,
1847,S3,2012,PROBABILITES-STATIQUE/ ANALYSE NUMERIQUE,10.25
1847,S3,2012,ELECTROMAGNETISME  / OPTIQUE,11.63
1847,S3,2013,ANALYSE 2,10.25
1847,S3,2013,PROGRAMMATION & ALGORIHMIQUE,10
1847,S4,,NAN,
1847,S4,2013,COMPILATION,10
1847,S4,2013,STRUCTURES DE DONNEES,7
1847,S4,2013,RECHERCHE OPERATIONNELLE,12.5
1847,S4,2013,ANALYSE NUMERIQUE ET ANALYSE DE DONNEES,13.08
1847,S5,2014,ARCHITECTURE & SYSTEME D'EXPLOITATION2,10.63
1847,S5,2014,PROGRAMMATION ORIENTEE OBJET/ INTERFACE HOMME-MACHINE,10
1847,S5,2014,RESEAUX,10.25
1847,S5,2014,SYSTEMES D'INFORMATION & BASES DE DONNEES,12.44
1847,S6,,NAN,
1847,S6,2014,GENIE LOGICIEL / ANALYSE ORIENTEE OBJET EN UML,12.31
1847,S6,2014,TECHNIQUES DE WEB & MULTIMEDIA,11.75
1847,S6,2014,STAGE ET PROJET DE FIN D'ETUDES,16
3082,S1,2011/2012,INFORMATIQUE I,11.4
3082,S1,2011/2012,LC I,15
3082,S1,2011/2012,ALGEBRE I,15.7
3082,S1,2011/2012,ELECTRICITE/ELECTRONIQUE,7.7
3082,S2,2011/2012,CHIMIE GENERAL,10.3
3082,S2,2011/2012,LC 3,13.15
3082,S2,2011/2012,ANALYSE 2,10.5
3082,S2,2011/2012,MECANIQUE DU POINT /THERMODYNAMIQUE,12.3
3082,S3,2013/2014,CHIMIE GENERAL/CHIMIE ORGANIQUE,14.95
3082,S3,2012/2013,STRUCTURE DES DONNEES AVANCEES ET INITIATION A POO,11.67
3082,S3,2013/2014,ANALYSE 3,10
3082,S3,2013/2014,ELECTROMAGNETISME /OPTIQUE,9.5
3082,S4,2012/2013,ARCHITECTURE DES ORDINATEUR ET SYSTEMES RESEAUX,16.17
3082,S4,2012/2013,INITIATION AU SYSTEMES D'INFORMATION,12.85
3082,S4,2012/2013,ANALYSE NUMERIQUE /STAT ET PROBA,10
3082,S4,2012/2013,ALGEBRE 2/ ANALYSE 4,11.25
3082,S5,2014/2015,CONCEPT DE PROGRAMATION AVANCEE,18
3082,S5,2013/2014,BASES DE DONNEES ET TECHNOLOGIE WEB,16.2
3082,S5,2014/2015,INTEGRATION ET PROBABILITE,10
3082,S5,2014/2015,TOPOLOGIE,9.5
3082,S6,2013/2014,ANALYSE NUMERIQUE 2 / LOGICIEL DE CALCULE SCIENTIFIQUE,11.5
3082,S6,2013/2014,DISTRUBUTION ET EDP,12
3082,S6,2013/2014,PROJET DE FIN D'ETUDE,16
6034,S1,2012,PHYSIQUE 1,11.75
6034,S1,2012,LANGUES ET METHODOLOGIE,11.25
6034,S1,2014,ANALYSE 1,10.00
6034,S1,2014,ALGEBRE 1,11.50
6034,S2,2012,PHYSIQUE 2,8.50
6034,S2,2012,LANGUE ET INFORMATIQUE,12.50
6034,S2,2012,ANALYSE 2,6.33
6034,S2,2012,ALGEBRE 2,12.70
6034,S3,2013,LC-INFORMATIQUE,11.87
6034,S3,2014,PHYSIQUE 3,11.94
6034,S3,2014,ANALYSE 3,14.75
6034,S3,2014,ARCHITECTURE DES ORDINATEURS ET PROJET EN ASSEMBLEUR,16.19
6034,S4,2013,SYSTEME D'EXPLOITATION,13.15
6034,S4,2013,LANGUE ET TEXT MAPLE,11.54
6034,S4,2013,STRUCTURES DE DONNEES,13.45
6034,S4,2013,PROBABILITE ET STATISTIQUES - ANALYSE NUMERIQUES,10.02
6034,S5,2015,BASEE DE DONNEES,12.50
6034,S5,2015,COMPILATION,13.75
6034,S5,2015,RESEAUX,14.91
6034,S5,2015,RECHERCHE OPERATIONNELLE,7.65
6034,S5,2015,CONCEPTION ORIENTEE OBJET(UML),12.14
6034,S5,2015,PROGRAMMATION ORIENTEE OBJET(JAVA),11.25
6034,S6,2015,BASEE DES DONNEES ET PROGRAMMATION WEB,12.75
6034,S6,2015,INTERFACE HOMME MACHINE,12.31
6034,S6,2015,ADMINISTRATION DES RESEAUX INFORMATIQUES,11.56
6034,S6,2015,INTERCONNECTION DE RESEAUX,11.00
6034,S6,2015,PROJET TUTORE,14.5
6034,S6,2015,PROJET TUTORE,14.5
6256,S1,CPGE,CPGE,CPGE
6256,S1,CPGE,CPGE,CPGE
6256,S1,CPGE,CPGE,CPGE
6256,S1,CPGE,CPGE,CPGE
6256,S2,CPGE,CPGE,CPGE
6256,S2,CPGE,CPGE,CPGE
6256,S2,CPGE,CPGE,CPGE
6256,S2,CPGE,CPGE,CPGE
6256,S3,2012/2013,LANGUES-INFORMATIQUE,12.175
6256,S3,2012/2013,ANALYSE 3,7
6256,S3,2012/2013,ARCHITECTURE-ORDINATEURS,10.77
6256,S3,2012/2013,MECANIQUE2-ELECTRICITE,10.0625
6256,S4,2012/2013,LANGUES-INFORMATIQUE 3,12.175
6256,S4,2013/2014,SYSTEME D'EXPLOITATION ET PROJETS,10.2
6256,S4,2013/2014,ADMINISTRATION ET STUCRTURES DE DONNEES,10.15
6256,S4,2013/2014,MATHEMATIQUES,11.25
6256,S5,2013/2014,BASES DE DONNEES ET SYSTEME D'INFORMATION,13
6256,S5,2013/2014,RESEAUX I,12.45
6256,S5,2013/2014,THEORIE DES LANGAGES ET COMPILATION,6.45
6256,S5,2013/2014,PROGRAMMATION ORIENTEE OBJET,10.1
6256,S6,2014/2015,BASES DE DONNEES AVANCEES ,13.5
6256,S6,2014/2015,PROJET TUTORE I,16
6256,S6,2014/2015,PROJET TUTORE II,16
6256,S6,2014/2015,PROGRAMMATION SYSTEME,7.5
6256,S6,2014/2015,RESEAUX II,10
6256,S6,2014/2015,TECHNOLOGIES DU WEB AVANCEES,5
6784,S1,2012,ANALYSE 1 ,9
6784,S1,2012,CHIMIE GENERALE,10
6784,S1,2012,THERMODYNAMIQUE & MECANIQUE DU POINT,10
6784,S1,2012,LANGUE & COMMUNICATION 1,11
6784,S1,2012,MOYENNE SEMESTRE,10
6784,S2,2012,ARCHITECTURE & SYSTEMES D'EXPLOITATION,11.56
6784,S2,2014,ALGEBRE 1,10.8
6784,S2,2014,ELECTICITE / ELECTRONIQUE,7.28
6784,S2,2012,TEC / BUREAUTIQUE,13.19
6784,S2,2014,MOYENNE SEMESTRE,10.706
6784,S3,2014,PROBABILITES-STATISTIQUES / ANALYSE NUMERIQUE,10
6784,S3,2014,ELECTROMAGNETISME / OPTIQUE,10
6784,S3,2014,ANALYSE 2,10
6784,S3,2014,ALGORITHMIQUE / PROGRAMMATION,10
6784,S3,2014,MOYENNE SEMESTRE,10
6784,S4,2014,COMPILATION,14
6784,S4,2014,STRUCTURES DE DONNEES,10
6784,S4,2014,RECHERCHE OPERATIONNELLE,14.25
6784,S4,2014,ANALYSE NUMERIQUE ET ANALYSE DE DONNEES,8.19
6784,S4,2014,MOYENNE SEMESTRE,11.609
6784,S5,2015,ARCHITECTURE & SYSTEMES D'EXPLOITATION 2,12.125
6784,S5,2015,PROGRAMMATION ORIENTE OBJET / INTERFACE HOMME-MACHINE,12.75
6784,S5,2015,RESEAUX,11.063
6784,S5,2015,SYSTEMES D'INFORMATION & BASES DE DONNEES ,14.813
6784,S5,2015,MOYENNE SEMESTRE,12.688
6784,S6,2015,GENIE LOGICIEL / ANALYSE ORIENTE OBJET EN UML,14.688
6784,S6,2015,TECHNIQUES DE WEB & MULTIMEDIA ,14.344
6784,S6,2015,STAGE ET PROJET DE FIN D'ETUDES,15
6784,S6,2015,MOYENNE SEMESTRE,14.758
1341,S1,2010/2011,TRANSVERSALE,13.567
1341,S1,2010/2011,ALGEBRE 1,10.667
1341,S1,2010/2011,PHYSIQUE 1,11.25
1341,S1,2010/2011,ANALYSE 1,9.25
1341,S2,2011/2012,TRANSVERSALE 2,14.167
1341,S2,2011/2012,ANALYSE 2,8
1341,S2,2011/2012,PHYSIQUE 2,7.75
1341,S2,2011/2012,ALGEBRE 2,10.167
1341,S3,2012/2013,PROBABILITES-STATISTIQUES,11.833
1341,S3,2012/2013,PROGRAMMATION C,12.167
1341,S3,2014/2015,TECHNOLOGIE DU WEB,9.333
1341,S3,2014/2015,ELECTRONIQUE,9.5
1341,S3,2012/2013,SYSTEME D'EXPLOITATION,10
1341,S3,2014/2015,ALGORITHME ET STRUCTURES DE DONNEES,11.25
1341,S3,2014/2015,NAN,
