id_candidat,SEMESTRE,ANNEE_SEMESTRE,MODULE,NOTE_MODULE
3592,S3,2013/2014,ELECTROMAGNETISME,10
3592,S3,2013/2014,ANALYSE,             17.6
3592,S3,2013/2014,LANGUE,               7.5
3592,S3,2013/2014,INFORMATIQUE,9
3592,S4,2013/2014,LANGUE,             14.5
3592,S4,2013/2014,INFORMATIQUE,           14.5
3592,S4,2013/2014,ALGORITHMES ET STRUCTURE DE DONNES,13
3592,S4,  2013/2014,SYSTEMES D'EXPLOITATION ET PROJET,                9.9
3592,S4,2013/2014,METHODES NUMERIQUES,              8.5
3592,S4,2013/2014,PROBABILITES STATISTIQUE,              8.5
3592,S5,2014/2015,BASES DE DONNEES,12
3592,S5,2014/2015,COMPILATION,13
3592,S5,2014/2015,RESEAUX,14
3592,S5,2014/2015,RECHERCHE OPERATIONNELLE,12
3592,S5,2014/2015,C.O.O(UML),9
3592,S5,2014/2015,P.O.O EN C++,            11.5
3592,S6,2014/2015,BASES DE DONNEES 2,18
3592,S6,2014/2015,PROJET TUTORE,14
3592,S6,2014/2015,PROGRAMMATION SYSTEMES,17
3592,S6,2014/2015,PROJET TUTORE(PFE),14
3592,S6,2014/2015,RESEAUX 2,13
3592,S6,2014/2015,P.O.O EN JAVA,10
1243,S1,2009/2010,LANGUES,13.16
1243,S1,2009/2010,MATHEMATIQUES POUR INFORMATIQUE,10.6
1243,S1,2009/2010,ARCHITECTURE DES ORDINATEURS,14.92
1243,S1,2009/2010,ALGORITHMIQUE ET PROGRAMMATION,13.4
1243,S2,2009/2010,PROGRAMMATION AVANCEE,9.9
1243,S2,2009/2010,SYSTEMES ET RESEAUX,15.4
1243,S2,2009/2010,SYSTEMES D'INFORMATION ET BASES DE DONNEES,14.36
1243,S2,2009/2010,PREPARATION A LA VIE ACTIVE ,12.53
1243,S3,,NAN,
1243,S3,2010-2011,MATHEMATIQUES APPLIQUEES,8.5
1243,S3,2010-2011,PROGRAMMATION WEB,13.27
1243,S3,2010-2011,TECHNIQUES DE COMMUNICATION,12.65
1243,S3,2010-2011,BASES DE DONNEES AVANCEES,10.89
1243,S4,,NAN,
1243,S4,2010-2011,RESEAUX INFORMATIQUES,13.75
1243,S4,2010-2011,ATELIER GENIE LOGICIEL,14.25
1243,S4,2010-2011,PFE,14.5
1243,S4,2010-2011,STAGE TECHNIQUE,14.34
1243,S5,2012/2013,STATISTIQUES ET TRAITEMEN DES SI,12.3
1243,S5,2012/2013,SYSTEMES D'INFORMATION ET PROGICIELS,14.1
1243,S5,2012/2013,CYBER-OUTILS,13.95
1243,S5,2012/2013,LANGUES,10.5
1243,S6,2012/2013,BASES DE DONNEES ET SYSTEMES DECISIONNELS,13.7
1243,S6,2012/2013,ADMINISTRATION ET SECURITE DES SI,13.16
1243,S6,2012/2013,PROJET PROFESSIONNEL,16
1243,S6,2012/2013,STAGE,16
2472,S1,2012/2013,MOD1:LC/METHODOLOGIE,"10,00/20"
2472,S1,2012/2013,MOD2: ANALYSE1,"10,00/20"
2472,S1,2012/2013,MOD3: ALGEBRE1,"10,00/20"
2472,S1,2012/2013,MOD4: PHYSIQUE1,"10,625/20"
2472,S2,2012/2013,MOD1:LANGUE 1/INFORMATIQUE,"10,00/20"
2472,S2,2012/2013,LANGUE1,13/20
2472,S2,2012/2013,INFORMATIQUE,"13,50/20"
2472,S2,2012/2013,MOD2: ANALYSE2,"10,00/20"
2472,S2,2012/2013,MOD3: ALGEBRE2,"10,7/20"
2472,S2,2012/2013,MOD4: PHYSIQUE2,"10,00/20"
2472,S3,2013/2014,MOD1:LANGUE ET COMMUNICATION2/LANGUAGE C,"11,00/20"
2472,S3,2013/2014,ARCHITECTURE DES ORDINATEURS ET PROJET ASSEMBLEUR ,"11,00/20"
2472,S3,2013/2014,LANGUE2,"10,00/20"
2472,S3,2013/2014,MOD2: ANALYSE 3,"9,3/20"
2472,S3,2013/2014,MOD3:ARCHITECTURE DES ORDINATEURS ET PROJET ASSEMBLEUR ,"11,00/20"
2472,S3,2013/2014,LANGUAGE C,"12,00/20"
2472,S3,2013/2014,MOD4 :PHYSIQUE  3,"8,7/20"
2472,S4,2013/2014,MOD1:LANGUE 2 /TEX ET MAPLE,"13,625/20"
2472,S4,2013/2014,LANGUE 2,"12,65/20"
2472,S4,2013/2014,MOD2 : SYSTEME D'EXPLOITATION ET PROJET,"15,84/20"
2472,S4,2013/2014,MOD3 : ALGORITHEMES ET STRUCTURES DE DONNEES ,"16,75/20"
2472,S4,2013/2014,MOD4 :MATHEMATIQUE,"11,3/20"
2472,S4,2013/2014,METHODE NUMERIQUE ET PROGRAMATION,"11,00/20"
2472,S4,2013/2014,PROBABILATE ET STATIQUE ,"11,6/20"
2472,S4,2013/2014,ALGORITHME ET STRUCTURES DE DONNEES,"16,75/20"
2472,S4,2013/2014,SYSTEME D'EXPLOITATION ET PROJRT ,"15,84/20"
2472,S4,2013/2014,INFORMATIQUE 2,"15,00/20"
2472,S5,2014/2015,MOD1 :  BASE DE DONNEES,"17,00/20"
2472,S5,2014/2015,MOD2 : RECHERCHE OPERATIONNELLE,"16,50/20"
2472,S5,2014/2015,MOD3 : CONCEPTION ORIENTEE OBJETS (UML),"12,6/20"
2472,S5,2014/2015,MOD 4: RESEUX,"12,5/20"
2472,S5,2014/2015,MOD5 : COMPILATION,"16,5/20"
2472,S5,,MOD6 :PROGRAMMATION ORIENTEE OBJETS (LANGAGE :C++),"13,5/20"
2472,S6,2014/2015,MOD1 : ADMINISTRATION DE BASE DE DONNEES,"11,9/20"
2472,S6,2014/2015,MOD 2 : PROGRAMMATION DE BASE DE DONNEES ,13/20
2472,S6,2014/2015,MOD3 : PROJET TUTORE BD,13/20
2472,S6,2014/2015,MOD4 :PFE BD,13/20
2472,S6,2014/2015,MOD5 : DEVELOPPEMENT WEB,"12,00/20"
2472,S6,2014/2015,MOD 6 : JAVA ,13/20
5774,S1,,NAN,
5774,S1,Année,NAN,
5774,S1,2010/11,MODULE TRANSVERSALE,11.55
5774,S1,2011/12,ANALYSE1,10.33
5774,S1,2011/12,ALGEBRE1,10.33
5774,S1,2010/11,PHYSIQUE1,11.13
5774,S2,2010/11,TRANSVERSALE2,12.1
5774,S2,2011/12,PHYSIQUE2,13
5774,S2,2011/12,ANALYSE2,15.5
5774,S2,2011/12,ALGEBRE2,7.33
5774,S3,2011/12,TRANSVERSALE3,12.22
5774,S3,2012/13,ARCHITECTURE DES ORDINATEURS,14.33
5774,S3,2012/13,ANALYSE3,14.83
5774,S3,2012/13,PHYSIQUE3,10.82
5774,S4,2012/13,TRANSVERSALE4,10.96
5774,S4,2012/13,SYSTEMES D'EXPLOITATION,12
5774,S4,2012/13,ALGORITHMIQUES ET STRUCTURES DE DONNEES,11.75
5774,S4,2012/13,PROBA STATISTIQUE ET ANALYSE NUMERIQUE,11.63
5774,S5,,NAN,
5774,S5,Année,NAN,
5774,S5,2013/14,BASES DE DONNES ET SYSTEMES D'INFORMATION,12.38
5774,S5,2013/14,PROGRAMMATION ORIENTE OBJET JAVA,10
5774,S5,2013/14,RESEAUX ET PROGRAMMATION WEB,10.83
5774,S5,2013/14,RECHERCHE OPERATIONNELLE,11.67
5774,S6,2013/14,ADMINISTRATION DES BASES DE DONNEES ET METH. CONCEPTION UML,13.25
5774,S6,2013/14,TECHNOLOGIE J2EE,11.67
5774,S6,2013/14,ENTROPRENARIAT ET STAGE,12.83
5774,S6,2013/14,MEMOIRE DE FIN D'ETUDES,11
356,S1,2013,ANALYSE 1,10.06
356,S1,2013,ALGEBRE 1,10.06
356,S1,2013,ALGEBRE 2,10.06
356,S1,2013,PHYSIQUE 1,10.06
356,S1,2013,PHYSIQUE 2,10.06
356,S1,2013,INFORMATIQUE 1,10.06
356,S1,2013,LANGUE ET TERMINILOGIE 1,10.06
356,S2,2013,ANALYSE 2,11.24
356,S2,2013,ANALYSE 3,11.24
356,S2,2013,ALGEBRE 3,11.24
356,S2,2013,PHYSIQUE 3,11.24
356,S2,2013,PHYSIQUE 4,11.24
356,S2,2013,INFORMATIQUE 2,11.24
356,S2,2013,LANGUE ET TERMINILOGIE 2,11.24
356,S3,2013,PROGRAMMATION 1,10.56
356,S3,2013,ALGORITHMIQUE 2,10.56
356,S3,2013,SYSTEME D'EXPLOITATION 1,10.56
356,S3,2013,PROBABILITES-STATISTIQUES,10.56
356,S3,2013,TECHNOLOGIE DU WEB,10.56
356,S3,2013,ELECTRONIQUE,10.56
356,S4,2014,PROGRAMMATION 2,13.64
356,S4,2014,STRUCTURES DE DONNEES,13.64
356,S4,2014,SYSTEME D'EXPLOITATION,13.64
356,S4,2014,ANALYSE NUMERIQUE,13.64
356,S4,2014,ARCHITECTURE DES ORDINATEURS,13.64
356,S4,2014,ELECTROMAGNETISME,13.64
356,S5,2015,BASES DE DONNEES,12.15
356,S5,2015,COMPILATION,10.25
356,S5,2015,RESEAUX,13.3
356,S5,2015,RECHERCHE OPERATIONNELLE,7.33
356,S5,2015,CONCEPTION ORIENTEE OBJETS (UML),10.75
356,S5,2015,PROGRAMMATION ORIENTEE OBJETS,14
356,S5,2015,PROGRAMMATION RESEAU,13.9
356,S5,2015,BD2 (PLSQL),15.4
356,S6,2015,WEB DYNAMIQUE (PHP),8.5
356,S6,2015,GESTION DE PROJET,14.7
356,S6,2015,PROJET TUTORE 1,16
356,S6,2015,PROJET TUTORE 2,16
3257,S1,2011/2012,LANGUE/METHODOLOGIE/INFORMATIQUE,10.915
3257,S1,2011/2012,ANALYSE I,13
3257,S1,2011/2012,ALGEBRE I,7.8
3257,S1,2011/2012,PHYSIQUE I,9.175
3257,S2,2011/2012,LANGUE II/INFORMATIQUE,13.184
3257,S2,2011/2012,ANALYSE II,11.7
3257,S2,2011/2012,ALGEBRE II,13.9
3257,S2,2011/2012,PHYSIQUE II,10.01
3257,S3,2012/2013,LANGUE II/INFORMATIQUE,11.525
3257,S3,2013/2014,ANALYSE III,10
3257,S3,2012/2013,ARCHITECTURE DES ORDINATEURS ET PROJET EN ASSEMBLEUR,10.9
3257,S3,2013/2014,PHYSIQUE III,8
3257,S4,2012/2013,LANGUE II/INFORMATIQUE II,11.588
3257,S4,2013/2014,SYSTEME D'EXPLOITATION ET PROJET,12.56
3257,S4,2013/2014,ALGORITHMIES ET STRUCTURE DE DONNEES,10.725
3257,S4,2013/2014,MATHEMATIQUES,11.8
3257,S5,2014/2015,BASE DE DONNEES,11.5
3257,S5,2014/2015,RESEAUX,10.8
3257,S5,2014/2015,RECHERCHE OPERATIONNELLE,12.02
3257,S5,2014/2015,CONCEPTION ORIENTEE OBJETS (UML),18
3257,S5,2013/2014,COMPILATION,11.65
3257,S5,2013/2014,PROGRAMMATION ORIENTEE OBJETS (LANGAGE C++),11.65
3257,S6,2014/2015,DEVELOPPEMENT WEB,13
3257,S6,2013/2014,JAVA,11.65
3257,S6,2014/2015,PROJET TUTORE,14.75
3257,S6,2014/2015,PROGRAMMATION DE BASE DE DONNEES,10
3257,S6,2013/2014,ADMINISTRATION DE BD,11
2872,S1,2013,LANGUE 1 & METHODOLOGIE,17.8
2872,S1,2013,ANAYLSE 1,10
2872,S1,2013,ALGEBRE 1 ,6
2872,S1,2013,PYHSIQUE 1,12.78
2872,S2,2013,LANGUE 2 & INFORMATIQUE 1,15
2872,S2,2013,ANAYLSE 2,8.5
2872,S2,2013,ALGEBRE 2,13
2872,S2,2013,PYHSIQUE 2,8.2
2872,S3,2014,TEC & INFORMATIQUE 3 ,14.25
2872,S3,2014,ANAYLSE  3,13
2872,S3,2014,ARCHITECTEUR DES ORDINATEURS & ASSEMBLEUR,15.83
2872,S3,2014,PYHSIQUE 3,10.4
2872,S4,2014,SYSTEME D'EXPLOITATION ET PROJECT,12
2872,S4,2014,TEC & INFORMATIQUE 4,15
2872,S4,2014,ALGORITHME ET STRUCTURE DE DONNEES,19
2872,S4,2014,MATHEMATIQUE,9
2872,S4,2014,NAN,
2872,S4,2014,NAN,
2872,S4,2014,NAN,
2872,S4,2014,NAN,
2872,S5,2015,BASES DE DONNES ,11.45
2872,S5,2015,COMPLICATION,12.38
2872,S5,2015,RESEAUX,12.4
2872,S5,2015,RECHERCHE OPERATIONNELLE ,7.7
2872,S5,2015,CONCEPTION ORINTEE OBJECT (UML),10.25
2872,S5,2015,PROGRAMATION ORINTEE OBJECT ,10
2872,S6,2015,PROGRAMATION RESEAU,16.25
2872,S6,2015,BD2,17.4
2872,S6,2015,WEB DYNAMIQUE,17.5
2872,S6,2015,GESTION DE PROJECT ,16.8
2872,S6,2015,PROJECT TUTORE 1,15
2872,S6,2015,PROJECT TUTORE 2,15
2963,S1,2012,LANGUE1 ET METHODOLOGIE,15.5
2963,S1,2012,ANALYSE 1,10.5
2963,S1,2012,ALGEBRE 1,18.5
2963,S1,2012,PHYSIQUE 1,10.33
2963,S2,2012,LANGUE 2 ET INFORMATIQUE 1,13.81
2963,S2,2012,ANALYSE 2,11
2963,S2,2012,ALGEBRE 2,14
2963,S2,2013,PHYSIQUE 2,14.95
2963,S3,2013,LANGUE 3 ET INFORMATIQUE 3,15
2963,S3,2014,ANALYSE 3,16.5
2963,S3,2013,ARCHITECTURE DES ORDINATEURS ET ASSEMBLEUR,13
2963,S3,2014,PHYSIQUE 3,13.4
2963,S4,2014,TEC ET INFORMATIQUE 4,13.56
2963,S4,2013,SYSTEME D'EXPLOITATION ET PROJET,10.65
2963,S4,2014,ALGORITHME ET STRUCTURE DE DONNEES,15.18
2963,S4,2014,MATHEMATIQUES,12.75
2963,S5,2015,BASES DE DONNEES,11.25
2963,S5,2015,COMPILATION,13.13
2963,S5,2015,RESEAUX,14.8
2963,S5,2015,RECHERCHE OPERATIONNELLE,10.85
2963,S5,2015,CONCEPTION ORIENTE OBJET,11
2963,S5,2015,PROGRAMMATION ORIENTE OBJET,15
2963,S6,2015,PROGRAMMATION RESEAUX,11.7
2963,S6,2015,BD2 (PLSQL),14.95
2963,S6,2015,WEB DYNAMIQUE(PHP),14.5
2963,S6,2015,GESTION DE PROJET,11.6
2963,S6,2015,PROJET TUTORE 1,13
2963,S6,2015,PROJET TUTORE 2,13
6157,S1,2013/2014,LANGUES 1,12
6157,S1,2013/2014,METHODOLOGIE,10
6157,S1,2013/2014,ANALYSE 1,10
6157,S1,2013/2014,ALGEBRE 1,11
6157,S1,2013/2014,MECANIQUE,11.4
6157,S1,2013/2014,THERMODYNAMIQUES 1,11
6157,S1,2013/2014,NAN,
6157,S1,2013/2014,NAN,
6157,S2,2013/2014,LANGUES 1,10
6157,S2,2013/2014,INFORMATIQUES 1,12.5
6157,S2,2013/2014,ANALYSE 2,13
6157,S2,2013/2014,ALGEBRE 2,11
6157,S2,2013/2014,ELECTRICITE 1,8.25
6157,S2,2013/2014,OPTIQUE 1,12.3
6157,S2,2013/2014,NAN,
6157,S2,2013/2014,NAN,
6157,S3,2014/2015,PROGRAMMATION 1,14.5
6157,S3,2014/2015,ALGOTITHME 2,14
6157,S3,2014/2015,SYSTEMES D'EXPLOITATION 1 ,12.1
6157,S3,2014/2015,PROBABILITE -STATISTIQUES ,10
6157,S3,2014/2015,TECHNOLOGIES DU WEB,11
6157,S3,2014/2015,ELECTRONIQUE ,12.5
6157,S4,2013/2014,LANGUE 2,14
6157,S4,2013/2014,INFORMATIQUE 2,13
6157,S4,2013/2014,SYSTEME D'EXPLOITATION ET PROJET ,12.1
6157,S4,2013/2014,ALGORITHMES ET STRUCTURES DE DONNEES ,14
6157,S4,2013/2014,PROBABILITE ET STATISTIQUE,10
6157,S4,2013/2014,METHODES NUMERIQUES ET PROGRAMMATION ,11.25
6157,S5,2014/2015,BASES DE DONNEES ,12
6157,S5,2014/2015,COMPILATION ,13.75
6157,S5,2014/2015,RESEAUX 1,9.55
6157,S5,2014/2015,RECHERCHE OPERATINNELLE ,11.25
6157,S5,2014/2015,CONCEPTION ORIENTEE OBJETS,10.4
6157,S5,2014/2015,PROGRAMMATION ORIENTEE OBJETS ,13.4
6157,S6,2014/2015,PROGRAMMATION WEB AVANCEE ,13.8
6157,S6,2014/2015,RESEAUX 2,9.1
6157,S6,2014/2015,PROGRAMMATION SYSTEME (C SOUS LINUX),11
6157,S6,2014/2015,BASES DE DONNEES AVANCEES ,13
6157,S6,2014/2015,PROJET TUTORAT 1 ,16
6157,S6,2014/2015,PROJET TUTORAT 2,16
3600,S1,LANGUE 1 & METHODOLOGIE,2011/2012,16.25
3600,S1,ANALYSE 1,2012/2013,5.25
3600,S1,ALGEBRE 1,2012/2013,6.5
3600,S1,PHISIQUE 1,2011/2012,12.08
3600,S2,LANGUE 2 & INFORMATIQUE 1,2011/2012,10
3600,S2,ANALYSE 2,2012/2013,10.5
3600,S2,ALGEBRE 2,2011/2012,11.5
3600,S2,PHISIQUE 2,2011/2012,10.63
3600,S3,LANGUE N3 ET INFORMATIQUE 3,2012/2013,16.13
3600,S3,ANALYSE 3,2013/2014,11
3600,S3,ARCHITECTURE DES ORDINATEURS & ASSEMBLEUR,2013/2014,14.5
3600,S3,PHISIQUE 3,2013/2014,7.2
3600,S4,TEC & INFORMATIQUE 4,2012/2013,16.56
3600,S4,SYSTÈME D4EXPLOITATION ET PROJET,2013/2014,10
3600,S4,ALGORITHMES ET STRUCTURES DE DONNEES,2012/2013,15.18
3600,S4,MATHEMATIQUES,2013/2014,10
3600,S5,2014/2015,BASES DE DONNEES,12.25
3600,S5,2014/2015,COMPILATION,10.38
3600,S5,2014/2015,RESEAUX,12.5
3600,S5,2014/2015,RECHERCHE OPERATIONNELLE,10.8
3600,S5,2014/2015,CONCEPTION ORIENTEE OBJETS ,13.75
3600,S5,2014/2015,PROGRAMMATION ORIENTEE OBJETS,12.5
3600,S6,2014/2015,PROGRAMMATION RESEAU,5.1
3600,S6,2014/2015,BD2 (PLSQL),15.4
3600,S6,2014/2015,WEB DYNAMIQUE(PHP),13.38
3600,S6,2014/2015,GESTION DE PROJET,11.4
3600,S6,2014/2015,PROJET TUTORE1,16
3600,S6,2014/2015,PROJET TUTORE2,16
2478,S1,2012/2013,LANGUE / METHODOLOGIE / INFORMATIQUE,12.025
2478,S1,2012/2013,ANALYSE I,14.25
2478,S1,2012/2013,ALGEBRE I,7
2478,S1,2012/2013,PHYSIQUE I,10.75
2478,S2,,NAN,
2478,S2,2012/2013,LANGUE II / INFORMATIQUE,10.438
2478,S2,2012/2013,ANALYSE II,12.7
2478,S2,2012/2013,ALGEBRE II,10
2478,S2,2012/2013,PHYSIQUE II,10
2478,S3,,NAN,
2478,S3,2013/2014,LANGUE II / INFORMATIQUE,8.875
2478,S3,2013/2014,ANALYSE III,10
2478,S3,2013/2014,ARCHITECTURE DES ORDINATEURS ET PROJET EN ASSEMBLEUR,11.125
2478,S3,2013/2014,PHYSIQUE III,10
2478,S4,,NAN,
2478,S4,2013/2014,LANGUE II / INFORMATIQUE II,15
2478,S4,2013/2014,SYSTEME D'EXPLOITATION ET PROJET,10.035
2478,S4,2013/2014,ALGORITHMES ET STRUCTURES DE DONNEES,5.025
2478,S4,2013/2014,MATHEMATIQUES,10.05
2478,S5,2014/2015,BASES DE DONNEES,9
2478,S5,2014/2015,COMPILATION,11.05
2478,S5,2014/2015,RESEAUX,10.8
2478,S5,2014/2015,RECHERCHE OPERATIONNELLE,10.84
2478,S5,2014/2015,CONCEPTION ORIENTEE OBJETS (UML),12.5
2478,S5,2014/2015,PROGRAMMATION ORIENTEE OBJETS (LANGAGE C++),11.5
2478,S6,,NAN,
2478,S6,2014/2015,DEVELOPPEMENT WEB ,14
2478,S6,2014/2015,JAVA,10
2478,S6,2014/2015,PROJET TUTORE,15.5
2478,S6,2014/2015,ANALYSE DE DONNEES,6
2478,S6,2014/2015,SI DECISIONNELS,10
6869,S1,,NAN,
6869,S2,,NAN,
6869,S3,,NAN,
6869,S4,,NAN,
6869,S5,,NAN,
6869,S6,,NAN,
29,S1,2012/2013,LANGUE1,10.5
29,S1,2012/2013,METHODOLOGIE,14
29,S1,2012/2013,ANALYSE1,10
29,S1,2013/2014,ALGEBRE1,9.5
29,S1,2012/2013,MECANIQUE1,11.125
29,S1,2012/2013,THERMODYNAMIQUE,14.625
29,S2,2012/2013,LANGUE1,12
29,S2,2012/2013,INFORMATIQUE,10.5
29,S2,2012/2013,ANALYSE2,10
29,S2,2012/2013,ALGEBRE2,11.5
29,S2,2012/2013,OPTIQUE GEOMETRIQUE,12.125
29,S2,2012/2013,ELECTRICITE1,10.375
29,S3,2013/2014,LANGUES,14
29,S3,2013/2014,INFORMATIQUE3,9.8
29,S3,2013/2014,ANALYSE3,8
29,S3,2013/2014,ARCHITECTURE DES ORDINATEURS,11.525
29,S3,2013/2014,MECANIQUE DU SOLIDE,6.5
29,S3,2013/2014,ELECTROMAGNEISME,12
29,S4,2013/2014,LANGUES,14
29,S4,2013/2014,INFORMATIQUE3,7.5
29,S4,2013/2014,SYSTEMES D'EXPLOITATION ET PROJETS,10
29,S4,2013/2014,ADMINISTRATION ET STRUCTURES DE DONNEES,11.55
29,S4,2013/2014,PROBABILITE ET STATISTIQUE,15
29,S4,2013/2014,ANALYSE NUMERIQUE,12.5
29,S5,2014/2015,BASES DE DONNEES,13
29,S5,2014/2015,COMPILATION,10.2
29,S5,2014/2015,RESEAUX,15.975
29,S5,2014/2015,RECHERCHE OPERATIONNELLE,18
29,S5,2014/2015,CONCEPTION ORIENTEE OBJET (UML),13
29,S5,2014/2015,PROGRAMMATION OIENTEE OBJET (JAVA),13.8
29,S6,2014/2015,PROGRAMMATION SYSTEME,11
29,S6,2014/2015,BASES DE DONNEES AVANCEES,10.5
29,S6,2014/2015,TECHNOLOGIE DU WEB AVANCEES,11.25
29,S6,2014/2015,PT1,15.625
29,S6,2014/2015,PT2,15.625
29,S6,2014/2015,RESEAUX2,14.5
1164,S1,2009/2010,TRANSVERSALE,13.134
1164,S1,2009/2010,PHYSIQUE 1,11.05
1164,S1,2010/2011,ANALYSE1,10.167
1164,S1,2010/2011,ALGEBRE 1,7
1164,S2,2010/2011,TRANSVERSALE2,11
1164,S2,2011/2012,PHYSIQUE2,10
1164,S2,2011/2012,ALGEBRE2,11
1164,S2,2010/2011,ANALYSE2,10
1164,S3,2011/2012,TRANSVERSALE 3,10.111
1164,S3,2011/2012,PHYSIQUE3,10.478
1164,S3,2011/2012,ANALYSE3,8.333
1164,S3,2011/2012,ARCHITECTURE DES ORDINATEURS,17
1164,S4,2011/2012,TRANSVERSALE 4,10.5
1164,S4,2012/2013,SYSTEMES D'EXPLOITATION,12
1164,S4,2013/2014,ALGORITHMIQUE ET STRUCTURE DE DONNEES,15.5
1164,S4,2013/2014,PROBABILITE STATISTIQUE-ANALYSE NUMERIQUE,14.083
1164,S5,2012/2013,BASES DE DONNES ET SYSTEMES D'INFORMATION,8.75
1164,S5,2012/2013,PROGRAMATION ORIENTEE ET OBJET JAVA,12
1164,S5,2012/2013,RESEAU ET PROGRAMMATION WEB,9.5
1164,S5,2012/2013,RECHERCHE OPERATIONNELLE,12.5
1164,S6,2014/2015,ADMINISTRTION DES BASES DE DONNEES,12
1164,S6,2014/2015,TECHNOLOGIE J2EE,14.667
1164,S6,2014/2015,PROJET TUTORE 1,17
1164,S6,2014/2015,PROJET TUTORE 2,17
1164,S6,2012/2013,PROGRAMATION ORIENTEE ET OBJET JAVA,12
1164,S6,2012/2013,PROGRAMATION WEB DYNAMIQUE,12
2658,S1,2010/2011,LANGUE1 & METHODOLOGIE,15.2
2658,S1,2012/2013,ANALYSE 1,5
2658,S1,2012/2013,ALGERE 1,6.5
2658,S1,2012/2013,PHYSIQUE 1,13.35
2658,S2,2010/2011,LANGUE2 & INFORMATIQUE 1,14.22
2658,S2,2010/2011,ANALYSE 2,10
2658,S2,2011/2012,ALGERE 2,11.5
2658,S2,2011/2012,PHYSIQUE 2,8.88
2658,S3,2012/2013,LANGUE 3 & INFORMATIQUE 3,12.63
2658,S3,2013/2014,ANALYSE 3,6
2658,S3,2013/2014,ARCHITECTURE DES ORDINATEURS & ASSEMBLEUR,16
2658,S3,2013/2014,PHYSIQUE 3,8.7
2658,S4,2012/2013,TEC & INFORMATIQUE 4,11.31
2658,S4,2012/2013,SYSTEME D'EXPLOITATION ET PROJET,15.52
2658,S4,2012/2013,ALGORITHMES ET STRUCTURES DE DONNEES,14.66
2658,S4,2013/2014,MATHEMATIQUE,5
2658,S5,2014/2015,PROGRAMMATION ORIENTEE OBJETS,10 (Reversement)
2658,S5,2014/2015,COMPILATION ,10 (Reversement)
2658,S5,2014/2015,RESEAUX,11.2
2658,S5,2014/2015,RECHERCHE OPERATIONNELLE,8.3
2658,S5,2014/2015,CONCEPTION ORIENTEE OBJETS (UML),12(Reversement)
2658,S5,2014/2015,BASE DE DONNEES ,11.3
2658,S6,2014/2015,PROGRAMATION RESEAUX,12(Reversement)
2658,S6,2014/2015,BD2(PSQL),12.1
2658,S6,2014/2015,WEB DYNAMIQUE,8
2658,S6,2014/2015,GESTION DE PROJET ,"12,55(Reversement)"
2658,S6,2014/2015,PROJET TUTORE 1,15.5
2658,S6,2014/2015,PROJET TUTORE 2,15.5
2658,S6,2013/2014,INGENIERIE LOGICIELLE OBJET (ILO),12
2658,S6,2013/2014,INFORMATIQUE DECISIONNELLE (ID),12.55
5068,S1,2012,LANGUES ET TECHNIQUE D'EXPRESSION,12.46
5068,S1,2012,MATHEMATIQUES POUR INFORMATIQUE,12.3
5068,S1,2012,ARCHITECTURE DES ORDINATEURS,12.11
5068,S1,2012,ALGORITMIQUE ET PROGRAMMATION,12.57
5068,S2,2013,ALGORITMIQUE ET STRUCTURES DE DONNEES AVANCEES,12.7
5068,S2,2013,SYSTEMES D'EXPLOITATION ET RESEAUX INFORMATIQUE,14.38
5068,S2,2013,SYSTEMES D'INFORMATION ET BASE DE DONNEES ,16.4
5068,S2,2013,LANGUES ET TECHNIQUES D'EXPRESSION/COMMUNICATION,12.56
5068,S3,2013,MATHEMATIQUE APPLIQUEES,13
5068,S3,2013,NAN,11.93
5068,S3,2013,NAN,14.5
5068,S3,2013,NAN,12.06
5068,S4,2014,ADMINISTRATION ET SECURITE DES RESEAUX,14.58
5068,S4,2014,RESEAUX INFORMATIQUE ET OUTILS DE DEVELOPPEMENT WEB,13.78
5068,S4,2014,PROJET DE FIN D'ETUDES,15.5
5068,S4,2014,STAGE TECHNIQUE,13.2
5068,S5,2014,BASE DE DONNEES,13
5068,S5,2014,COMPILATION,7
5068,S5,2014,RESEAUX,5
5068,S5,2014,RECHERCHE OPERATIONNELLE,10
5068,S5,2014,UML,12
5068,S5,2014,C++,17
5068,S6,2015,BASE DE DONNEES 2,13
5068,S6,2015,PROJET TUTORE,16
5068,S6,2015,PROGRAMMATION SYSTEMES,10
5068,S6,2015,PROJET TUTORE,8.5
5068,S6,2015,RESEAUX 2,11
5068,S6,2015,JAVA,11
143,S1,,ANALYSE1,9.25
143,S1,,CHIMIE GENERALE,9.5
143,S1,,THERMODYNAMIQUE ET MECANIQUE DU POINT,8.5
143,S1,,LANGUES ET COMMUNICATIONS,12.75
143,S2,,ARCHITECTURE ET SYSTEM D'EXPLOITATION,13.625
143,S2,,ALGEBRE1,10.35
143,S2,,ELECTRICITE/ELECTRONIQUE,10
143,S2,,TEC /BUREAUTIQUE,12.25
143,S3,,PROBABILITE STATISTIQUE/ANALYSE NUMERIQUE,10
143,S3,,ELECTROMAGNETIQUE/OPTIQUE,10
143,S3,,ANALYSE2,10
143,S3,,ALGORITMIQUE ET PROGRAMMATION,10
143,S4,,COMPILATION,10.5
143,S4,,STRUCTURES DE DONNEES,10
143,S4,,RECHERCH OPERATIONNEL,10
143,S4,,ANALYSE NUMERIQUE ET ANALYSE DE DONNEES,11.925
143,S5,,ARCHITECTURE ET SYSTEM D'EXPLOITATION2,9.75
